1,Canada                                  ,Ontario                                 ,Sault Ste. Marie                        ,"Capeners  Avenue, 3157",CaSa1,GEO001
1074,Australia                               ,New South Wales                         ,Hornsby                                 ,"Coalecroft  Crossroad, 6239",AuHo1074,GEO001
1081,Australia                               ,New South Wales                         ,Goulburn                                ,"Chestnut  Rue, 1990",AuGo1081,GEO001
1088,Australia                               ,Victoria                                ,Frankston                               ,"Meadow Lane, 9168",AuFr1088,GEO001
1095,Australia                               ,Victoria                                ,Echuca                                  ,"Parkgate  Way, 4960",AuEc1095,GEO001
1101,Australia                               ,Victoria                                ,Deer Park                               ,"Garfield Alley, 9625",AuDe1101,GEO001
1109,Australia                               ,Victoria                                ,Coburg                                  ,"Durnford  Way, 6401",AuCo1109,GEO001
1268,Belgium                                 ,Flanders                                ,Maasmechelen                            ,"Pine Avenue, 4702",BeMa1268,GEO001
1275,Belgium                                 ,Flanders                                ,Lille                                   ,"Abbots   Way, 7121",BeLi1275,GEO001
1281,Belgium                                 ,Flanders                                ,Lebbeke                                 ,"Coalecroft  Pass, 3410",BeLe1281,GEO001
1288,Belgium                                 ,Flanders                                ,Knokke-Heist                            ,"Bacton   Road, 7375",BeKn1288,GEO001
1295,Belgium                                 ,Flanders                                ,Houthalen                               ,"Antrobus   Crossroad, 9555",BeHo1295,GEO001
1301,Belgium                                 ,Wallonia                                ,Herstal                                 ,"Parkfield  Walk, 8862",BeHe1301,GEO001
1308,Belgium                                 ,Flanders                                ,Hamme                                   ,"Angrave    Grove, 3709",BeHa1308,GEO001
1314,Belgium                                 ,Flanders                                ,Genk                                    ,"Heritage Street, 2743",BeGe1314,GEO001
1321,Belgium                                 ,Flanders                                ,Evergem                                 ,"Arthur  Tunnel, 1589",BeEv1321,GEO001
1328,Belgium                                 ,Flanders                                ,Dilbeek                                 ,"Belgrave  Route, 9044",BeDi1328,GEO001
1489,Canada                                  ,British Columbia                        ,Langford                                ,"Glenwood Alley, 3184",CaLa1489,GEO001
1496,Canada                                  ,Alberta                                 ,Lethbridge                              ,"Fairholt   Route, 5349",CaLe1496,GEO001
1503,Canada                                  ,Quebec                                  ,Mascouche                               ,"Adams  Walk, 9693",CaMa1503,GEO001
1510,Canada                                  ,New Brunswick                           ,Moncton                                 ,"Fawn Alley, 1905",CaMo1510,GEO001
1516,Canada                                  ,British Columbia                        ,Nanaimo                                 ,"Central  Pass, 7752",CaNa1516,GEO001
1523,Canada                                  ,Ontario                                 ,North Bay                               ,"Vintners  Pass, 1192",CaNo1523,GEO001
1529,Canada                                  ,Ontario                                 ,Orangeville                             ,"Carol   Grove, 6760",CaOr1529,GEO001
1536,Canada                                  ,British Columbia                        ,Penticton                               ,"Viscount   Road, 8695",CaPe1536,GEO001
1543,Canada                                  ,Ontario                                 ,Port Colborne                           ,"Blore  Boulevard, 6973",CaPo1543,GEO001
1550,Canada                                  ,Alberta                                 ,Red Deer                                ,"Abbotswell  Grove, 6882",CaRe1550,GEO001
1713,Germany                                 ,Hamburg                                 ,Winterhude                              ,"Baylis  Walk, 1118",GeWi1713,GEO001
1719,Germany                                 ,Berlin                                  ,Wilhelmstadt                            ,"Bell    Tunnel, 1635",GeWi1719,GEO001
1726,Germany                                 ,North Rhine-Westphalia                  ,Wetter (Ruhr)                           ,"Sherlock   Grove, 902",GeWe1726,GEO001
1733,Germany                                 ,North Rhine-Westphalia                  ,Werne                                   ,"Addison  Rue, 4195",GeWe1733,GEO001
1739,Germany                                 ,Baden-Württemberg                      ,Wendlingen am Neckar                    ,"Chelsea Manor  Street, 6836",GeWe1739,GEO001
1747,Germany                                 ,Baden-Württemberg                      ,Weinheim                                ,"Emden   Route, 9287",GeWe1747,GEO001
1754,Germany                                 ,Bavaria                                 ,Weiden                                  ,"Chesterfield  Crossroad, 1497",GeWe1754,GEO001
1760,Germany                                 ,North Rhine-Westphalia                  ,Wassenberg                              ,"Underwood  Vale, 5508",GeWa1760,GEO001
1768,Germany                                 ,North Rhine-Westphalia                  ,Waltrop                                 ,"Emily  Lane, 7012",GeWa1768,GEO001
1775,Germany                                 ,Baden-Württemberg                      ,Waiblingen                              ,"Caldwell   Route, 4088",GeWa1775,GEO001
1937,Germany                                 ,Lower Saxony                            ,Rinteln                                 ,"Bocking   Rue, 2038",GeRi1937,GEO001
1944,Germany                                 ,North Rhine-Westphalia                  ,Rheinberg                               ,"Tiptree   Vale, 6791",GeRh1944,GEO001
1951,Germany                                 ,North Rhine-Westphalia                  ,Remscheid                               ,"Fairbairn  Route, 5632",GeRe1951,GEO001
1958,Germany                                 ,North Rhine-Westphalia                  ,Rees                                    ,"Bel   Hill, 3747",GeRe1958,GEO001
1965,Germany                                 ,Baden-Württemberg                      ,Rastatt                                 ,"Castlereagh   Tunnel, 5140",GeRa1965,GEO001
1971,Germany                                 ,Schleswig-Holstein                      ,Quickborn                               ,"Gate   Grove, 6104",GeQu1971,GEO001
1978,Germany                                 ,Schleswig-Holstein                      ,Preetz                                  ,"Blandford  Grove, 6964",GePr1978,GEO001
1984,Germany                                 ,Baden-Württemberg                      ,Konstanz                                ,"Victorian  Grove, 3885",GeKo1984,GEO001
1991,Germany                                 ,Bavaria                                 ,Kolbermoor                              ,"Epworth  Drive, 3902",GeKo1991,GEO001
1998,Germany                                 ,Hesse                                   ,Kirchhain                               ,"Waldram Park  Grove, 1312",GeKi1998,GEO001
2158,Germany                                 ,Baden-Württemberg                      ,Giengen an der Brenz                    ,"Jackson Street, 896",GeGi2158,GEO001
2165,Germany                                 ,Bavaria                                 ,Germering                               ,"Victorian  Drive, 647",GeGe2165,GEO001
2171,Germany                                 ,Hesse                                   ,Gelnhausen                              ,"Carnegie   Tunnel, 3685",GeGe2171,GEO001
2178,Germany                                 ,Bavaria                                 ,Garching bei München                   ,"Chatsworth  Crossroad, 2254",GeGa2178,GEO001
2185,Germany                                 ,Hesse                                   ,Fulda                                   ,"Carlisle  Tunnel, 3230",GeFu2185,GEO001
2192,Germany                                 ,Berlin                                  ,Friedrichsfelde                         ,"Abbotswell  Vale, 9209",GeFr2192,GEO001
2198,Germany                                 ,Rheinland-Pfalz                         ,Pirmasens                               ,"Durnford  Tunnel, 3244",GePi2198,GEO001
2205,Germany                                 ,Bavaria                                 ,Penzberg                                ,"Bletchley   Rue, 3185",GePe2205,GEO001
2211,Germany                                 ,Berlin                                  ,Pankow                                  ,"Vincent  Drive, 9446",GePa2211,GEO001
2218,Germany                                 ,Lower Saxony                            ,Osnabrück                              ,"Timothy  Street, 1891",GeOs2218,GEO001
2374,Germany                                 ,Bavaria                                 ,Lichtenfels                             ,"Thorndike   Crossroad, 5473",GeLi2374,GEO001
2381,Germany                                 ,North Rhine-Westphalia                  ,Lengerich                               ,"Andrews  Route, 1454",GeLe2381,GEO001
2387,Germany                                 ,Lower Saxony                            ,Lehrte                                  ,"Adderley   Vale, 8068",GeLe2387,GEO001
2394,Germany                                 ,Hamburg                                 ,Langenhorn                              ,"Longleigh   Way, 5700",GeLa2394,GEO001
2401,Germany                                 ,Rheinland-Pfalz                         ,Landau in der Pfalz                     ,"Sherlock   Road, 868",GeLa2401,GEO001
2407,Germany                                 ,North Rhine-Westphalia                  ,Bad Laasphe                             ,"Geffrye   Vale, 9246",GeBa2407,GEO001
2414,Germany                                 ,North Rhine-Westphalia                  ,Kreuztal                                ,"Fieldstone Road, 1228",GeKr2414,GEO001
2420,Germany                                 ,Baden-Württemberg                      ,Kornwestheim                            ,"Caldwell   Way, 1439",GeKo2420,GEO001
2,Canada                                  ,Quebec                                  ,Sept-Îles                              ,"Collent   Avenue, 6569",CaSe2,GEO001
25,Canada                                  ,Ontario                                 ,Vaughan                                 ,"Cam  Lane, 7596",CaVa25,GEO001
45,Canada                                  ,Quebec                                  ,Rivière-du-Loup                        ,"Chestnut  Pass, 5133",CaRi45,GEO001
66,Switzerland                             ,Zurich                                  ,Winterthur                              ,"Adelaide  Lane, 4588",SwWi66,GEO001
87,Switzerland                             ,Basel-Landschaft                        ,Muttenz                                 ,"Aspen Tunnel, 7782",SwMu87,GEO001
106,Switzerland                             ,Saint Gallen                            ,Gossau                                  ,"Elba  Hill, 4112",SwGo106,GEO001
124,Switzerland                             ,Aargau                                  ,Aarau                                   ,"Kinglake  Route, 7047",SwAa124,GEO001
142,Switzerland                             ,Zurich                                  ,Zürich (Kreis 8)                       ,"Cadogan  Route, 9009",SwZü142,GEO001
161,China                                   ,Xinjiang Uygur Zizhiqu                  ,Sayibage                                ,"Earl Rise Walk, 1548",ChSa161,GEO001
184,China                                   ,Jiangsu                                 ,Zhongxing                               ,"Blackwall  Rue, 7176",ChZh184,GEO001
205,China                                   ,Henan Sheng                             ,Yingchuan                               ,"Victoria Rise Tunnel, 740",ChYi205,GEO001
232,China                                   ,Jiangxi Sheng                           ,Yichun                                  ,"Liverpool  Grove, 2075",ChYi232,GEO001
251,China                                   ,Guangdong                               ,Xucheng                                 ,"Waite  Tunnel, 6541",ChXu251,GEO001
270,China                                   ,Jiangsu                                 ,Xinpu                                   ,"Queensberry  Rue, 8494",ChXi270,GEO001
289,China                                   ,Zhejiang Sheng                          ,Xiaoshan                                ,"Bond Walk, 1009",ChXi289,GEO001
307,China                                   ,Anhui Sheng                             ,Wuyang                                  ,"Blackall   Street, 6404",ChWu307,GEO001
326,China                                   ,Shandong Sheng                          ,Yinzhu                                  ,"Angel  Vale, 3960",ChYi326,GEO001
344,China                                   ,Hebei                                   ,Tangjiazhuang                           ,"Victorian  Road, 4597",ChTa344,GEO001
363,China                                   ,Shandong Sheng                          ,Shizilu                                 ,"Besson  Vale, 2376",ChSh363,GEO001
383,China                                   ,Jilin Sheng                             ,Kaitong                                 ,"Sheringham   Boulevard, 9245",ChKa383,GEO001
405,China                                   ,Jilin Sheng                             ,Huadian                                 ,"Tiptree   Grove, 9867",ChHu405,GEO001
427,China                                   ,Liaoning                                ,Fushun                                  ,"Belmore  Boulevard, 1608",ChFu427,GEO001
456,China                                   ,Jilin Sheng                             ,Changchun                               ,"Castlereagh   Lane, 6585",ChCh456,GEO001
476,China                                   ,Hebei                                   ,Songling                                ,"Spruce Avenue, 9255",ChSo476,GEO001
494,China                                   ,Hubei                                   ,Shashi                                  ,"Monroe Boulevard, 989",ChSh494,GEO001
513,China                                   ,Yunnan                                  ,Qujing                                  ,"Rail Drive, 5636",ChQu513,GEO001
531,China                                   ,Fujian                                  ,Putian                                  ,"Bendmore  Route, 4871",ChPu531,GEO001
550,China                                   ,Zhejiang Sheng                          ,Ninghai                                 ,"Berry  Rue, 4657",ChNi550,GEO001
569,China                                   ,Yunnan                                  ,Miyang                                  ,"Rail Rue, 4177",ChMi569,GEO001
586,China                                   ,Fujian                                  ,Luoyang                                 ,"Carlton  Alley, 6414",ChLu586,GEO001
606,China                                   ,Hebei                                   ,Linshui                                 ,"Rivervalley Road, 9262",ChLi606,GEO001
628,China                                   ,Hunan                                   ,Leiyang                                 ,"Sheffield Way, 8776",ChLe628,GEO001
650,China                                   ,Zhejiang Sheng                          ,Jinxiang                                ,"Pine Avenue, 7122",ChJi650,GEO001
672,China                                   ,Zhejiang Sheng                          ,Jiaxing                                 ,"Carolina  Tunnel, 7773",ChJi672,GEO001
691,China                                   ,Guangdong                               ,Xinhui                                  ,"Berry  Rue, 7159",ChXi691,GEO001
709,China                                   ,Shandong Sheng                          ,Heze                                    ,"Collins  Vale, 2831",ChHe709,GEO001
728,China                                   ,Zhejiang Sheng                          ,Jiaojiang                               ,"Buttonwood Street, 8574",ChJi728,GEO001
747,China                                   ,Shandong Sheng                          ,Gaomi                                   ,"Cheltenham  Street, 9399",ChGa747,GEO001
766,China                                   ,Guangdong                               ,Ducheng                                 ,"Cable    Grove, 22",ChDu766,GEO001
784,China                                   ,Jiangsu                                 ,Dazhong                                 ,"Archery  Hill, 4464",ChDa784,GEO001
803,China                                   ,Chongqing Shi                           ,Chongqing                               ,"Elgood   Route, 5430",ChCh803,GEO001
822,China                                   ,Hubei                                   ,Caidian                                 ,"Dunstans  Boulevard, 7240",ChCa822,GEO001
845,China                                   ,Hunan                                   ,Anxiang                                 ,"Garfield Route, 4022",ChAn845,GEO001
867,China                                   ,Heilongjiang Sheng                      ,Zhaoyuan                                ,"Lake Alley, 9788",ChZh867,GEO001
888,China                                   ,Liaoning                                ,Xiaoshi                                 ,"Maple Street, 9937",ChXi888,GEO001
899,China                                   ,Heilongjiang Sheng                      ,Tailai                                  ,"Balfour    Pass, 3724",ChTa899,GEO001
918,China                                   ,Jilin Sheng                             ,Sanchazi                                ,"Becher  Boulevard, 8956",ChSa918,GEO001
937,China                                   ,Jilin Sheng                             ,Mingyue                                 ,"Bel   Walk, 4794",ChMi937,GEO001
956,Austria                                 ,Lower Austria                           ,Schwechat                               ,"Carltoun   Avenue, 250",AuSc956,GEO001
974,Austria                                 ,Vorarlberg                              ,Dornbirn                                ,"Chart   Pass, 5615",AuDo974,GEO001
993,Australia                               ,South Australia                         ,Gawler                                  ,"Rivervalley Grove, 2600",AuGa993,GEO001
1011,Australia                               ,Queensland                              ,Toowoomba                               ,"Caslon   Drive, 4693",AuTo1011,GEO001
1027,Australia                               ,Victoria                                ,Saint Kilda                             ,"Addison  Road, 8483",AuSa1027,GEO001
1044,Australia                               ,Queensland                              ,Nerang                                  ,"Queen Grove, 4906",AuNe1044,GEO001
1064,Australia                               ,New South Wales                         ,Liverpool                               ,"Cavell   Road, 9649",AuLi1064,GEO001
1083,Australia                               ,Victoria                                ,Glenroy                                 ,"Bliss  Drive, 7362",AuGl1083,GEO001
1103,Australia                               ,Victoria                                ,Dandenong                               ,"Bective  Pass, 7668",AuDa1103,GEO001
1114,Australia                               ,Victoria                                ,Carrum Downs                            ,"Camden  Avenue, 6993",AuCa1114,GEO001
1130,Australia                               ,New South Wales                         ,Blacktown                               ,"Union  Way, 1420",AuBl1130,GEO001
1147,Australia                               ,Northern Territory                      ,Palmerston                              ,"Yorkshire  Walk, 6050",AuPa1147,GEO001
1164,Australia                               ,Queensland                              ,Booval                                  ,"Sheraton   Pass, 4508",AuBo1164,GEO001
1181,Australia                               ,Victoria                                ,Sunshine West                           ,"South Grove, 1349",AuSu1181,GEO001
1197,Belgium                                 ,Flanders                                ,Westerlo                                ,"Victorian  Drive, 4469",BeWe1197,GEO001
1214,Belgium                                 ,Flanders                                ,Tervuren                                ,"Byland  Walk, 5064",BeTe1214,GEO001
1231,Belgium                                 ,Wallonia                                ,Saint-Ghislain                          ,"Battersea   Road, 4332",BeSa1231,GEO001
1247,Belgium                                 ,Flanders                                ,Oudenaarde                              ,"Cecilia  Drive, 1872",BeOu1247,GEO001
1264,Belgium                                 ,Flanders                                ,Mechelen                                ,"Virginia Alley, 4400",BeMe1264,GEO001
1284,Belgium                                 ,Flanders                                ,Kortrijk                                ,"Black Swan  Avenue, 2503",BeKo1284,GEO001
1304,Belgium                                 ,Flanders                                ,Helchteren                              ,"Cavendish Grove, 1513",BeHe1304,GEO001
1324,Belgium                                 ,Flanders                                ,Eeklo                                   ,"Heritage Drive, 2214",BeEe1324,GEO001
1335,Belgium                                 ,Flanders                                ,Deinze                                  ,"King William  Way, 1418",BeDe1335,GEO001
1352,Belgium                                 ,Wallonia                                ,Binche                                  ,"Boleyn  Walk, 1259",BeBi1352,GEO001
1369,Belarus                                 ,Gomel                                   ,Zhlobin                                 ,"Bliss  Crossroad, 3693",BeZh1369,GEO001
1386,Belarus                                 ,Mogilev                                 ,Asipovichy                              ,"Calshot   Tunnel, 6119",BeAs1386,GEO001
1403,Belarus                                 ,Gomel                                   ,Kalinkavichy                            ,"Birkbeck  Crossroad, 5672",BeKa1403,GEO001
1420,Canada                                  ,Quebec                                  ,Amos                                    ,"Blandford  Tunnel, 2000",CaAm1420,GEO001
1437,Canada                                  ,Ontario                                 ,Burlington                              ,"Calderwood   Pass, 523",CaBu1437,GEO001
1454,Canada                                  ,Newfoundland and Labrador               ,Corner Brook                            ,"Chantry   Crossroad, 5841",CaCo1454,GEO001
1472,Canada                                  ,New Brunswick                           ,Fredericton                             ,"Calvin   Way, 5965",CaFr1472,GEO001
1488,Canada                                  ,Ontario                                 ,Kitchener                               ,"Anns  Lane, 8700",CaKi1488,GEO001
1508,Canada                                  ,New Brunswick                           ,Miramichi                               ,"Cephas  Route, 5589",CaMi1508,GEO001
1527,Canada                                  ,British Columbia                        ,Oak Bay                                 ,"Bocking   Street, 3975",CaOa1527,GEO001
1547,Canada                                  ,British Columbia                        ,Prince George                           ,"Arundel   Street, 3733",CaPr1547,GEO001
1566,Canada                                  ,Quebec                                  ,Saint-Jérôme                          ,"Emden   Way, 546",CaSa1566,GEO001
1582,Czech Republic                          ,Královéhradecký                      ,Dvůr Králové nad Labem               ,"Bayberry Way, 119",CzDv1582,GEO001
1598,Czech Republic                          ,Vysočina                               ,Třebíč                               ,"Thomas  Street, 7953",CzTř1598,GEO001
1614,Czech Republic                          ,Plzeňský                              ,Pilsen                                  ,"Geary   Road, 8402",CzPi1614,GEO001
1631,Czech Republic                          ,Central Bohemia                         ,Mělník                                ,"Calderwood   Street, 3818",CzMě1631,GEO001
1648,Czech Republic                          ,Karlovarský                            ,Karlovy Vary                            ,"Baylis  Street, 4016",CzKa1648,GEO001
1665,Czech Republic                          ,Karlovarský                            ,Cheb                                    ,"Adams  Walk, 2469",CzCh1665,GEO001
1680,Czech Republic                          ,Central Bohemia                         ,Benešov                                ,"Yoakley Avenue, 5513",CzBe1680,GEO001
1697,Germany                                 ,North Rhine-Westphalia                  ,Wülfrath                               ,"Angrave    Lane, 6230",GeWü1697,GEO001
1715,Germany                                 ,Baden-Württemberg                      ,Winnenden                               ,"Longleigh   Rue, 1098",GeWi1715,GEO001
1734,Germany                                 ,North Rhine-Westphalia                  ,Wermelskirchen                          ,"Clarges   Tunnel, 5436",GeWe1734,GEO001
1753,Germany                                 ,Baden-Württemberg                      ,Weil am Rhein                           ,"English   Pass, 8296",GeWe1753,GEO001
1773,Germany                                 ,Baden-Württemberg                      ,Waldkirch                               ,"Ayres   Walk, 6696",GeWa1773,GEO001
1788,Germany                                 ,North Rhine-Westphalia                  ,Versmold                                ,"Westbourne Drive, 755",GeVe1788,GEO001
1805,Germany                                 ,Baden-Württemberg                      ,Überlingen                             ,"Dyott   Boulevard, 9092",GeÜb1805,GEO001
1822,Germany                                 ,Hesse                                   ,Taunusstein                             ,"Cedarne  Pass, 1576",GeTa1822,GEO001
1839,Germany                                 ,Hamburg                                 ,Stellingen                              ,"Clyde Road, 7165",GeSt1839,GEO001
1855,Germany                                 ,Bavaria                                 ,Sonthofen                               ,"Sherwood  Route, 5937",GeSo1855,GEO001
1872,Germany                                 ,Bavaria                                 ,Senden                                  ,"Magnolia Vale, 4756",GeSe1872,GEO001
1889,Germany                                 ,North Rhine-Westphalia                  ,Schwalmtal                              ,"Rail Boulevard, 4202",GeSc1889,GEO001
1905,Germany                                 ,Berlin                                  ,Schmargendorf                           ,"Central  Drive, 7192",GeSc1905,GEO001
1922,Germany                                 ,Saarland                                ,Saarlouis                               ,"Cavendish Grove, 3972",GeSa1922,GEO001
1940,Germany                                 ,Saarland                                ,Riegelsberg                             ,"Victoria  Boulevard, 5788",GeRi1940,GEO001
1960,Germany                                 ,Baden-Württemberg                      ,Ravensburg                              ,"Ellerman   Alley, 709",GeRa1960,GEO001
1980,Germany                                 ,North Rhine-Westphalia                  ,Porta Westfalica                        ,"Epworth  Road, 5204",GePo1980,GEO001
1999,Germany                                 ,North Rhine-Westphalia                  ,Kierspe                                 ,"Collent   Grove, 5994",GeKi1999,GEO001
2006,Germany                                 ,Bavaria                                 ,Kelheim                                 ,"Fairbairn  Hill, 708",GeKe2006,GEO001
2023,Germany                                 ,North Rhine-Westphalia                  ,Jülich                                 ,"East Hill, 3731",GeJü2023,GEO001
2039,Germany                                 ,Hesse                                   ,Hünfeld                                ,"Gautrey  Avenue, 8011",GeHü2039,GEO001
2056,Germany                                 ,Hesse                                   ,Hofheim am Taunus                       ,"Longman   Boulevard, 9877",GeHo2056,GEO001
2073,Germany                                 ,North Rhine-Westphalia                  ,Herten                                  ,"Sheffield Lane, 8260",GeHe2073,GEO001
2090,Germany                                 ,North Rhine-Westphalia                  ,Heiligenhaus                            ,"Hickory Lane Hill, 7698",GeHe2090,GEO001
2107,Germany                                 ,Lower Saxony                            ,Hameln                                  ,"Kingly  Street, 8143",GeHa2107,GEO001
2124,Germany                                 ,Bavaria                                 ,Haar                                    ,"Carolina  Way, 1378",GeHa2124,GEO001
2140,Germany                                 ,North Rhine-Westphalia                  ,Grevenbroich                            ,"Birkenhead   Grove, 5338",GeGr2140,GEO001
2157,Germany                                 ,Hesse                                   ,Gießen                                 ,"Kingly  Hill, 5239",GeGi2157,GEO001
2176,Germany                                 ,Bavaria                                 ,Gauting                                 ,"Bliss  Walk, 2353",GeGa2176,GEO001
2195,Germany                                 ,Hesse                                   ,Friedberg                               ,"Commercial  Vale, 6353",GeFr2195,GEO001
2215,Germany                                 ,Saarland                                ,Ottweiler                               ,"Fairfield  Avenue, 7114",GeOt2215,GEO001
2227,Germany                                 ,Baden-Württemberg                      ,Öhringen                               ,"Rivervalley Boulevard, 9778",GeÖh2227,GEO001
2245,Germany                                 ,North Rhine-Westphalia                  ,Nottuln                                 ,"Gate   Lane, 1674",GeNo2245,GEO001
2261,Germany                                 ,Hesse                                   ,Nidda                                   ,"Capeners  Alley, 1110",GeNi2261,GEO001
2278,Germany                                 ,Brandenburg                             ,Neuenhagen                              ,"Sundown Crossroad, 9186",GeNe2278,GEO001
2295,Germany                                 ,Hesse                                   ,Mühlheim am Main                       ,"Carltoun   Crossroad, 7463",GeMü2295,GEO001
2311,Germany                                 ,Hesse                                   ,Michelstadt                             ,"Commercial  Rue, 6969",GeMi2311,GEO001
2328,Germany                                 ,North Rhine-Westphalia                  ,Mechernich                              ,"Chelsea Manor  Alley, 2194",GeMe2328,GEO001
2346,Germany                                 ,North Rhine-Westphalia                  ,Lünen                                  ,"Arlington  Rue, 4201",GeLü2346,GEO001
2362,Germany                                 ,North Rhine-Westphalia                  ,Löhne                                  ,"Cobden  Lane, 948",GeLö2362,GEO001
2379,Germany                                 ,Baden-Württemberg                      ,Leonberg                                ,"Aberavon  Avenue, 4328",GeLe2379,GEO001
2399,Germany                                 ,Bavaria                                 ,Landshut                                ,"Collins  Road, 9942",GeLa2399,GEO001
2418,Germany                                 ,Saxony-Anhalt                           ,Köthen                                 ,"Thurloe   Boulevard, 8484",GeKö2418,GEO001
402,China                                   ,Liaoning                                ,Huanren                                 ,"Beatty  Hill, 6055",ChHu402,GEO001
5,Canada                                  ,Alberta                                 ,Sherwood Park                           ,"Boadicea   Avenue, 3770",CaSh5,GEO001
29,Canada                                  ,Ontario                                 ,Waterloo                                ,"Abbey   Crossroad, 7617",CaWa29,GEO001
52,Canada                                  ,British Columbia                        ,Okanagan                                ,"Hammersmith  Route, 2518",CaOk52,GEO001
76,Switzerland                             ,Zurich                                  ,Zürich (Kreis 11) / Seebach            ,"Westcott  Walk, 7775",SwZü76,GEO001
99,Switzerland                             ,Bern                                    ,Köniz                                  ,"Enford   Drive, 6370",SwKö99,GEO001
123,Switzerland                             ,Zurich                                  ,Adliswil                                ,"Westbourne Vale, 954",SwAd123,GEO001
147,China                                   ,Gansu Sheng                             ,Jiuquan                                 ,"Sheraton   Vale, 3264",ChJi147,GEO001
174,China                                   ,Henan Sheng                             ,Zhumadian                               ,"Adderley   Hill, 5453",ChZh174,GEO001
201,China                                   ,Henan Sheng                             ,Anyang                                  ,"Emily  Drive, 6221",ChAn201,GEO001
228,China                                   ,Ningxia Huizu Zizhiqu                   ,Yinchuan                                ,"Coal Wharf  Rue, 3484",ChYi228,GEO001
253,China                                   ,Sichuan                                 ,Xunchang                                ,"Cloth  Crossroad, 5802",ChXu253,GEO001
276,China                                   ,Shandong Sheng                          ,Xindian                                 ,"Clerkenwell Rue, 1588",ChXi276,GEO001
300,China                                   ,Hunan                                   ,Xiangxiang                              ,"Longman   Route, 9157",ChXi300,GEO001
323,China                                   ,Shandong Sheng                          ,Weifang                                 ,"Adderley   Vale, 9846",ChWe323,GEO001
348,China                                   ,Shanxi Sheng                            ,Taiyuan                                 ,"Spruce Hill, 8022",ChTa348,GEO001
371,China                                   ,Heilongjiang Sheng                      ,Linkou                                  ,"Sheringham   Lane, 3553",ChLi371,GEO001
398,China                                   ,Jilin Sheng                             ,Hunchun                                 ,"Bermondsey    Hill, 2975",ChHu398,GEO001
426,China                                   ,Liaoning                                ,Fuxin                                   ,"Addison  Way, 6184",ChFu426,GEO001
450,China                                   ,Hebei                                   ,Chengde                                 ,"Norland  Tunnel, 8151",ChCh450,GEO001
473,China                                   ,Heilongjiang Sheng                      ,Anda                                    ,"Archery  Alley, 1550",ChAn473,GEO001
498,China                                   ,Guangdong                               ,Shaoguan                                ,"Blean   Street, 294",ChSh498,GEO001
521,China                                   ,Jiangsu                                 ,Qinnan                                  ,"Chicksand  Road, 5411",ChQi521,GEO001
545,China                                   ,Hebei                                   ,Pengcheng                               ,"Chester  Rue, 5389",ChPe545,GEO001
568,China                                   ,Jiangxi Sheng                           ,Nanchang                                ,"Blackheath  Way, 9036",ChNa568,GEO001
592,China                                   ,Sichuan                                 ,Kangding                                ,"Thurloe   Grove, 4096",ChKa592,GEO001
619,China                                   ,Guangdong                               ,Lianzhou                                ,"Birkin   Grove, 2760",ChLi619,GEO001
646,China                                   ,Jiangxi Sheng                           ,Jiujiang                                ,"Blendon    Hill, 7689",ChJi646,GEO001
688,China                                   ,Guangdong                               ,Huizhou                                 ,"Sherwood  Boulevard, 3230",ChHu688,GEO001
713,China                                   ,Hunan                                   ,Hengyang                                ,"Elizabeth  Grove, 970",ChHe713,GEO001
737,China                                   ,Guangxi Zhuangzu Zizhiqu                ,Guiping                                 ,"Baynes  Grove, 9255",ChGu737,GEO001
760,China                                   ,Beijing                                 ,Fangshan                                ,"Wake  Boulevard, 8808",ChFa760,GEO001
785,China                                   ,Hunan                                   ,Zhangjiajie                             ,"Ellerslie Grove, 4168",ChZh785,GEO001
808,China                                   ,Jiangsu                                 ,Jiangyin                                ,"Blomfield  Route, 9035",ChJi808,GEO001
834,China                                   ,Guangxi Zhuangzu Zizhiqu                ,Beihai                                  ,"Chalcot  Hill, 8793",ChBe834,GEO001
861,China                                   ,Liaoning                                ,Dalianwan                               ,"Balfe   Hill, 3496",ChDa861,GEO001
889,China                                   ,Heilongjiang Sheng                      ,Wuchang                                 ,"Colombo   Tunnel, 6675",ChWu889,GEO001
902,China                                   ,Liaoning                                ,Sujiatun                                ,"Pine Avenue, 4191",ChSu902,GEO001
925,China                                   ,Inner Mongolia                          ,Pingzhuang                              ,"Cavaye  Grove, 5440",ChPi925,GEO001
948,Austria                                 ,Upper Austria                           ,Wels                                    ,"Bedford  Walk, 3571",AuWe948,GEO001
972,Austria                                 ,Styria                                  ,Graz                                    ,"Rivervalley Hill, 5560",AuGr972,GEO001
996,Australia                               ,Western Australia                       ,Busselton                               ,"Waldram Park  Grove, 4839",AuBu996,GEO001
1020,Australia                               ,Victoria                                ,Sunbury                                 ,"Chalcot  Drive, 1127",AuSu1020,GEO001
1045,Australia                               ,Victoria                                ,Narre Warren                            ,"Bennett  Hill, 2296",AuNa1045,GEO001
1072,Australia                               ,Victoria                                ,Kew                                     ,"West Lane, 1805",AuKe1072,GEO001
1099,Australia                               ,Victoria                                ,Doncaster                               ,"Cleveland  Pass, 7737",AuDo1099,GEO001
1123,Australia                               ,Tasmania                                ,Burnie                                  ,"Walnut Street, 683",AuBu1123,GEO001
1148,Australia                               ,Queensland                              ,Bracken Ridge                           ,"King Grove, 9324",AuBr1148,GEO001
1171,Australia                               ,Western Australia                       ,Willetton                               ,"Viscount   Avenue, 7637",AuWi1171,GEO001
